realized_delta_bof_values_1,scr_values
-88251.46343712322,-167167.07600187665
-104391.97030761326,-162114.76747149878
-109274.70778986532,-171323.28935528002
-100927.72513165195,-158191.92800582558
-111371.09543116158,-163769.02627468636
-106597.04503287443,-163664.25956399014
-108669.51393977436,-156968.6883920809
-109133.57876224384,-163873.60499021507
-104205.8869376703,-167675.57581982546
-99855.72252366717,-164921.37795100274
-93254.71514088986,-169159.47029549515
-97480.58124164444,-165426.72558847436
-101180.18487990984,-169456.86693595172
-101141.64848105446,-162989.9783565616
-102579.30688809126,-168320.14676421095
-99481.24585570324,-167250.71350917852
-104335.77744178858,-168283.40585192494
-100429.99751076067,-166632.4886261252
-99666.87698499812,-166171.44333745557
-94956.85100506723,-165326.89892481363
-97483.76180107192,-167237.62420050305
-97760.12262778915,-161223.74179334773
-93337.59013649286,-165645.87118096236
-96212.8018970869,-163508.24343481625
-99169.49036408646,-165900.40199138055
-93793.76703548175,-164705.17484663386
-93758.97903813377,-160611.031916741
-94040.71041593316,-167901.18999788567
-93036.39421118854,-167324.17863353452
-91200.89663479535,-173802.57753881084
-86265.22710238572,-163038.2749968718
-86586.69814228278,-162769.5009475917
-85428.78133489285,-171471.61310068687
-82553.90649758978,-170982.5084172784
-81830.34822200215,-168784.02368479042
-84314.69528724335,-166617.29561140534
-84553.44767182297,-169991.69368159588
-84778.33322334872,-165769.03865109864
-90722.699486856,-165168.42099893425
-90542.94316405396,-159090.2067733153
-93062.81078370684,-159703.05503681902
-86748.67570491636,-170604.15427886517
-90143.26300068236,-169227.70323655434
-85945.47330943856,-164644.868881311
-82306.94455116137,-166605.78565685402
-86738.83797022945,-165379.01702754176
-94474.438856457,-167118.82744597708
-91967.5971949302,-166710.09373148865
-94095.38177474332,-165118.2926094496
-94676.87626861793,-165026.58141824027
-91365.18841874412,-161787.46250831196
-100418.15403281932,-167185.31694480064
-104949.14449863462,-166833.65872433106
-105767.45618323982,-170200.08340372753
-108972.99518925068,-167746.3784368198
-116093.24262529577,-160699.17093142553
-115092.9534581406,-164595.38738775867
-113544.97212280416,-170752.78465779944
-115375.81739144029,-166280.72559894106
-113153.30411545234,-164819.28236097048
-113737.16009855806,-169283.25125341796
-112306.23817888716,-165890.124441935
-105425.47166747774,-165633.8126265126
-114038.42022008542,-166098.66031065973
-116550.2816279264,-163538.90551112936
-117390.29840819538,-170488.16583753526
-122597.67389937583,-168162.02044180263
-122675.64215944464,-169579.4138829382
-130225.73438737496,-167717.51734627975
-129008.12373106182,-163484.6846384481
-134260.09258229088,-170353.07253273713
-137405.99997593963,-163219.13100266247
-146058.05466198723,-165611.71424850338
-155057.2293571547,-163028.54274223984
-147500.84088229178,-162860.63876866022
-154186.29888821708,-166803.6908523236
-151215.26680289267,-165568.07859566459
-133971.28614378767,-161485.50388468162
-129110.99745806598,-167006.65918364018
-133917.82318820618,-163635.84301875226
-138916.37570047658,-170008.18050788852
-144433.05925901537,-167959.21357642347
-148204.81640312786,-162396.14894528766
-150732.98654476844,-165900.7217420161
-156707.4099042639,-159580.71392478078
-152051.13202750825,-165211.3166305378
-153123.61245086475,-165241.7186838872
-146174.09793877718,-165342.33988735397
-146654.0720438559,-158947.81358188885
-156606.53502571664,-161023.68492494916
-159651.6446838784,-169650.76043239306
-159066.1890416582,-162735.217981235
-154396.97243947047,-162605.1384412385
-144271.66611003457,-162674.41795487318
-143446.93256012653,-164409.71949819554
-138095.56650267844,-165136.30454663018
-139158.66780847777,-167733.15687753755
-142696.9530340149,-165194.19281148136
-142121.17710472003,-164843.51657327072
-144916.01772849134,-165518.40244201495
-148594.7404340353,-163066.7413622511
-147752.3293783433,-167877.3630796107
-150389.47839191894,-163858.27842281197
-148975.21151158668,-159716.33130401903
-153741.8177498082,-163461.20986507024
-139035.72328941338,-166747.29573876975
-140740.23967362393,-165294.17858583375
-144090.42501346406,-170660.05422493938
-136041.17473416834,-160424.6665142012
-136210.14522733737,-161427.4469540128
-139502.430009919,-162032.36543025268
-137130.214526781,-157027.36668324482
-137216.83033311705,-157575.86485922534
-134454.3195204382,-160465.84608661843
-133011.49639375415,-158348.00817075002
-131667.77500205254,-162953.60946855776
-132753.19012506225,-159498.186696445
-131356.3608159218,-160018.05671646417
-131820.44251634122,-159776.29567160245
-129794.75948281388,-163416.63354709398
-120545.34548161458,-164952.4247975607
-122083.10216329456,-166811.94564760063
-124362.96099386842,-163719.1201804097
-122305.91665455524,-162471.63228538705
-124028.29867424548,-165582.25355086743
-124875.07814439829,-161958.04496620086
-130597.72221380286,-160742.5632552685
-134095.1632276266,-159134.60823876093
-130712.79661708964,-159898.18957293816
-131876.6218238843,-162458.3496655488
-139565.22363882966,-166038.01736786656
-148854.3227328353,-165090.48882914806
-149918.91581706377,-164978.56479433566
-155987.48268283322,-160746.91160888158
-147214.9218461878,-161091.39786553892
-151538.7406451502,-162057.37326226095
-153353.4075488241,-162303.70813549796
-157911.12430970895,-160823.78306608414
-160867.42206448514,-168233.49504980256
-154665.13840849977,-165844.5121254867
-158903.62679097964,-164729.29813149112
-152147.4915643714,-161031.51121498813
-151585.86808059004,-164654.67547405115
-142449.91672633926,-164876.28623311658
-139127.7228755894,-166714.7050449566
-139766.10406374733,-170355.36039120052
-133413.1104363905,-164346.16666125058
-130843.9418204486,-166317.4563828988
-129678.43534480756,-170259.71452146358
-125804.0636442484,-164609.45085156907
-123098.22424759027,-165458.03277961919
-116931.43059462262,-163389.88355834893
-120473.61510089424,-158991.85779063805
-122912.05534491036,-162375.3668328804
-118749.35575318686,-162383.73249358105
-114890.99724523118,-167890.24990136066
-113834.0226389924,-164926.3116806912
-113324.99656262412,-162251.504453257
-113937.87490258948,-162796.96981570084
-119964.03040124662,-160723.0298013161
-119849.95132720307,-162263.0471198493
-118313.88988301111,-165648.3200127494
-106261.3872904327,-160493.86166902178
-102298.148203164,-161387.89547701488
-100871.45003531616,-158324.35966932317
-98018.27381691756,-155598.29294355313
-99903.69935403042,-156115.5992324509
-106302.7058875974,-157712.63655725124
-103621.99698816473,-156609.8292142756
-99244.29792439831,-160703.9860505836
-98776.31801774458,-150773.69341788077
-101401.28137772832,-153214.05164249195
-106754.7074441982,-154560.77031247062
-104284.12992311514,-158296.55037296758
-103865.0616457418,-152337.2514097357
-109555.78434550692,-150388.48551068426
-106730.00200942706,-156682.3006136123
-100890.6615629536,-156221.66175289796
-107265.68372165714,-152119.1897764992
-111720.81908091065,-149147.49776843967
-116567.65819834662,-148752.56111239633
-127635.3810920323,-143195.32403813777
-126496.03603754692,-143911.69909288787
-118468.09286968666,-144890.0277569432
-118532.83026863028,-136967.7060165813
-112989.93329472514,-130561.6022301884
-106182.24412317434,-134081.0689898064
-113512.25066622044,-138815.43777130905
-108734.14090199488,-142082.28272190096
-106233.9319630278,-131347.6148811364
-103523.71698744246,-127078.83504645099
-98739.206634779,-124527.70356181148
-106421.3419621766,-124904.58481348623
-108432.2528068968,-123084.927239485
-112868.60337602918,-120861.1564773611
-110303.85764884144,-126854.72235197327
-115244.8748422512,-128187.90458466174
-110896.71755076142,-123928.02067919802
-109515.4849597508,-121368.8502845102
-111926.28682355884,-125582.63808048656
-117625.63352537144,-131985.19187725912
-115703.71855994,-134204.50109364136
-112339.099875569,-126041.72055386144
-106866.63650517596,-134599.67105452943
-104698.94445643669,-134910.30779727674
-109563.51048771432,-133214.98444912085
-103366.83099298878,-136815.9948150728
-95829.76981508476,-126022.7480996915
-97323.97739438212,-128940.0980353205
-98116.89043388084,-125864.67455733828
-91376.9425288596,-128813.92476352912
-91245.42445864098,-127764.13878191725
-93902.12069705511,-126018.28010640612
-90368.98692888604,-126581.48647846829
-89048.06937285175,-123813.9995220749
-91051.92559784034,-127549.32313667149
-87883.2124479533,-123062.71852647435
-81171.28527781402,-128099.91878107516
-82241.86644927587,-130205.74798949498
-82583.68112658511,-121431.9598305655
-82678.6333709046,-128096.54244493849
-75844.67971761839,-123350.92360829131
-71085.44217962818,-132509.90721496052
-69413.71892128862,-131836.43750517713
-70166.25452606031,-127312.07048394662
-69965.0583901148,-125545.40475826904
-65050.16410288296,-127793.73486893042
-58415.81166112714,-126770.37036533965
-48362.9493443782,-134406.98717939138
-49936.69210931519,-129134.74876897549
-54339.021697624936,-130893.336435848
-58898.40745002497,-126891.63619390575
-64353.54660393926,-133454.53375571873
-64094.14729081036,-128872.58405128811
-64300.21482587105,-120120.85257733028
-59446.01973380905,-126515.68590803134
-58110.57041817752,-128322.77696245252
-60015.37124576676,-131107.78255178354
-63831.01850181213,-129519.64242700243
-63817.83268617944,-132685.61214171507
-66464.66578011413,-131918.1538123525
-66676.88774961059,-128024.40423329177
-70127.1946122502,-133298.00678181645
-66234.85961196502,-125788.52954823112
-59900.95331057755,-128555.04772712814
-51852.83282666665,-130233.4212567719
-53712.43649886374,-131433.7870264303
-47994.00472224876,-130854.22641029854
-50138.13196909276,-127665.66985470356
-52859.05601281347,-125055.53922140184
-45631.72719910997,-128035.91534821266
-36057.49793614494,-127501.59375540605
-27845.839286313392,-114974.40540291094
-10138.88530047203,-111815.71546927548
-3480.883059577318,-117358.9021488484
-10530.543780600536,-119827.07933463638
-4349.724064840353,-117861.70111899415
-6689.527117042453,-118853.13417151854
-7708.459981067572,-118667.4114916566
-12270.087173835258,-117359.33204975659
-14726.279373198631,-120628.32064842428
-21341.000992257847,-119913.94993484952
-27358.723864472588,-116104.05620375369
-20451.070530631347,-114365.47522146841
-19693.668468423653,-115824.53009958813
-17482.81117347593,-124690.64441909264
-16570.48085173592,-122251.08275822771
-22807.69324426469,-124707.65461334717
-18503.87114919885,-123372.24627209976
-36277.51375185896,-125846.35777553034
-40859.294324897695,-127581.80850884764
-43493.449504941935,-126416.07266715166
-39315.38920696755,-128273.67764093522
-35178.51764672808,-126286.05123871288
-34336.97957156529,-127997.18535149404
-33621.37300030829,-137115.56640491384
-30332.194325011224,-128027.56533958348
-30518.67866582237,-126003.97341138688
-24183.721778024337,-131223.64653698792
-30706.175734684337,-131998.79964504598
-31904.33299594943,-132351.55362354836
-34725.09732328949,-129375.54505892882
-41852.15756935184,-132794.45125471483
-42033.254731077,-132667.10974417964
-43481.68803521001,-136073.31291403
-46780.40257590858,-132288.12867149105
-46357.361496958416,-132759.25126425433
-47327.27591502248,-130704.964052846
-52985.26697827864,-135910.4848527558
-57052.284534735605,-128465.46547083677
-50829.18293322041,-134778.50710458978
-53421.48543618177,-125591.83076521408
-45849.34668785532,-129275.79508288018
-53220.85984379228,-128330.52697078844
-50803.21232477063,-124696.86181349037
-59627.5242799609,-128407.30447212537
-64052.74428641959,-133977.9337276474
-65384.14098253788,-128304.11566315654
-58803.07101079356,-135539.31185757968
-64163.92799057264,-129898.48578374674
-60926.09192412102,-129745.51673710304
-63171.7010659487,-129107.7392221328
-64671.12863984413,-133857.36896683282
-46683.7746961849,-130792.98868040592
-43658.31001269515,-129034.901776229
-40225.075246838736,-134514.90616391052
-34450.75446972763,-127838.63008664196
-23288.369047872373,-133986.2337209947
-26780.548729689093,-132856.20774068192
-21336.51643970178,-134740.60092455527
-21778.5607169749,-130926.99916572301
-26137.83208302117,-137416.8812796026
-25746.82445678941,-130592.89187943711
-30551.059352139942,-129238.87082625859
-34749.15603350289,-132696.59859763752
-23296.160409010718,-133424.16071451604
-22664.123139309115,-135152.25484973105
-19793.624098638076,-129156.5061381113
-16075.52540664852,-141622.08431141308
-9449.81394958438,-138058.10360193904
-5054.30708461802,-132196.2945438139
-10612.264190797694,-128684.6716879023
-2280.907929951325,-131445.6043021328
5912.178841741406,-131639.8166054442
8885.373441736563,-124457.2076776843
17394.049603587482,-127664.34672430923
6660.302529335022,-131780.0145524201
12316.83437479788,-127683.14585111251
6838.951891555567,-128242.1686255321
-9816.809996994212,-122857.44222555109
-11270.768082779134,-127584.48583980332
-6783.338858518866,-125050.41408041364
-11989.880381432013,-127254.91450881082
-821.2592749414034,-129669.38646933697
4723.284274763544,-128083.24042008068
9239.86734456534,-130962.94713242541
17342.31878320768,-134208.13305551495
18975.16855014756,-129472.59533272384
25686.438460523263,-129557.21185407075
12972.721850361677,-131992.23478230427
9776.197595467209,-129620.30480540132
15235.793315319575,-127247.81462513571
13104.586401068373,-133432.9956812383
6404.46535339742,-136995.75678447462
-4199.8661984563805,-132613.83175493195
-17952.619093410205,-136708.87700666036
-18845.78020674875,-133112.74070425984
-22191.34241392405,-138860.4350606765
-28353.98799698229,-139364.00891352427
-24977.46749405912,-136194.81558476237
-28479.94883163157,-140762.668519302
-22570.925124568632,-143261.65025898776
-12196.721222929657,-139403.5256920454
-6928.675847025588,-139087.00042641506
2759.748190489714,-140854.44428952466
5373.104714239016,-141058.7198264947
527.1342273998307,-139293.1889855189
-16653.375075533055,-131066.36467948378
-11442.835070757428,-130884.78287595724
-11382.04441362084,-131611.27419031368
-16538.57459007774,-132305.8807817079
-16962.480149554904,-134166.43133338855
-2662.842139655608,-131825.8696309612
-7428.368362313951,-136787.12696125626
-7451.100373378606,-132545.69476011043
-8374.12281918968,-133671.08437484966
-11020.873358800423,-138920.3987761013
-15762.323205748224,-139706.8936457576
-8741.914261852507,-139684.2716700749
-6720.030865197186,-140625.94128697837
-9173.56136804982,-146670.46304322532
-9668.472734093084,-143337.90260752157
-14163.09955104068,-142184.95025221413
-9235.244667129007,-134055.0720832379
-5136.844282525359,-140924.93082962616
3360.1434103430947,-140335.87428095908
2396.8373508421937,-142239.96154163123
8575.806606633822,-133990.39743350237
15406.027263478029,-139527.02490058143
15213.82290191122,-133762.91882644506
7659.178360039717,-141987.60356498067
9907.435786444112,-137091.43775717143
23255.681831328315,-137606.72854971216
39319.99220945628,-141496.98215728375
50774.208196783904,-132410.06485319085
60981.56121754588,-140980.8160101731
53214.76795213239,-138938.14990309556
60389.67258264776,-139972.9897772794
62362.458556756144,-136532.0679126318
69005.14233632106,-135461.73487669855
71881.09151263279,-135939.9564469329
70921.12760424253,-136627.10757835125
74215.81803889934,-142428.38288686136
62709.37095793872,-138433.3814666569
63975.044375078985,-136381.6860231327
52361.57751765603,-145383.43350808066
47743.94251303619,-144942.26041618056
48187.21036967996,-142048.61487986468
42260.60200349556,-138139.20594653153
35849.883093032055,-139083.96655996706
35907.07033782883,-137986.80008329757
34387.42976235668,-142261.6834713923
34978.53454126313,-146276.5156031317
30791.61355383776,-145887.36431510097
33355.10542882397,-143938.51405920513
29920.916159080454,-146016.72818129216
29365.43294901296,-142022.71912502954
29176.488418640336,-141338.37968635387
33179.01942434628,-144696.87226266175
30047.91457988345,-145406.26526404524
30235.031937136664,-142906.04290158697
41003.20296835492,-147362.06697516557
38417.69387125864,-146801.59877044242
42091.1185326071,-151724.07624571607
23016.391160457395,-148074.21927281728
33245.45071873593,-144618.49087041497
40164.29438694613,-140033.9374594339
35510.04735887353,-143382.19597559553
33942.08772203117,-141210.35483463696
37011.57704225823,-140711.45645384464
40545.13480873511,-148317.95997652554
36475.712184018106,-144845.0015108073
36873.1380079356,-144337.70403619303
41304.71091128839,-142001.87735942454
39015.3857907441,-145393.30775250052
42145.40006928786,-139796.9475003404
46055.72429764248,-137864.7794280658
53261.734367419616,-147318.2998404173
52806.78149626916,-145278.54654713636
47911.9807285351,-143322.58697133773
50942.043161112815,-144274.44805375434
55170.47091497725,-144603.1722594067
59322.58312222466,-149835.72729732114
63211.63158395176,-152133.7519055658
61466.785109379096,-145521.08262554393
53528.30240012123,-153072.28005088744
55998.541125902906,-149619.04009424188
62165.42620462389,-150585.79462296475
59584.79040931561,-150606.4292079419
67134.95622411324,-156774.36186208908
68396.750247158,-147864.07898170623
69351.5001269572,-146425.21738072374
73365.46408203407,-146259.7050997597
63365.02487532154,-147260.41906721162
66596.412642312,-145146.57802395098
64269.74270299694,-147033.97839823196
60721.1926555062,-151552.34141707586
59694.54192694451,-154853.29410801845
65629.20538453478,-153144.42076693755
64727.38270195189,-153255.65364281894
65239.86294173589,-152397.59871858507
72358.03712066647,-153118.20875509531
81488.03229174658,-149618.37566251753
73872.74009807862,-152598.48066629918
72407.79942358332,-145870.7009008353
69084.84106958401,-153527.86909976095
66299.21812804916,-151911.85821992115
59900.76246934792,-153594.76898284984
57637.96207941754,-156061.42580777442
56008.26926336717,-151458.1002407702
57516.1748204747,-149556.57595604908
59025.16825526883,-156057.09294019738
60979.71800760052,-149488.5218517239
56208.411216092994,-150512.81011634122
55770.49991635943,-158786.38912099408
57761.95605591277,-146266.31668316483
54354.28351439675,-152373.5723209789
48717.54191614827,-151353.15637379015
50201.96423197654,-151881.68093235634
49755.56500529207,-158726.7005743272
46098.06277417112,-154618.096604555
52994.3104715806,-150324.17119093562
54700.796121325,-152577.89722061047
42705.91297742096,-153364.281281668
41519.5244144419,-157723.3995614564
48491.54554314399,-148040.24490071912
52318.16165889672,-157864.36264626973
46346.93817610876,-151135.96023145228
53445.05001999915,-151682.53207644093
60260.32780808024,-157342.12392244063
59704.19199931773,-152757.4474894409
60432.55036553356,-157443.72563409997
61026.78875138133,-158438.71748023175
60341.11852195871,-151773.90336438737
63278.24456545827,-150398.1387800029
61685.94841074734,-146439.46879257492
64689.50113688607,-155616.72967301903
72873.92821424583,-155057.92888762977
72577.08778852702,-152552.7531819236
70138.0598671399,-151183.26703643653
73787.45834884187,-152620.81692286464
76494.69820122514,-147344.52219624948
74640.81642405747,-149957.58059624306
66159.82399790047,-154111.88753523625
63481.78195904137,-154134.93078508865
62403.33457323827,-155008.1895574444
58202.08338005538,-154106.69252467935
47389.9572416069,-155053.43513469593
51195.01346730103,-155273.27810689792
52662.54165548785,-156176.42874438668
60575.270653930726,-152810.04843974643
61581.43882852234,-153779.46382005178
62487.49398350925,-162011.08718105938
59282.41030079534,-155277.90756760017
56198.05923435488,-160431.82486503094
55535.98998203548,-154140.3927660588
55304.32872634416,-160221.27104149782
59199.56927745731,-160764.5927098318
63510.32342071901,-160423.4942166541
64320.4484904689,-157580.6872847294
65616.33660971199,-161713.0502754775
72198.98588660697,-165184.47562387303
68194.28864623606,-166461.33442398958
68765.68156862911,-157142.222854801
68861.12376064924,-164690.1427756703
64792.22345122439,-155227.0774927563
69277.47804154293,-160574.54665572598
61791.10821568535,-160715.79769263763
61410.91626781272,-161991.97861930245
57982.59429241892,-167757.72202183923
56370.93061766587,-152901.3325407985
69942.98504993354,-155884.0679781448
76161.06512118992,-158024.87925059625
76279.5654628881,-157285.90235165943
76685.02566288051,-156321.74803506615
69806.3085179656,-157202.1756530883
62461.86183220742,-153159.77753950056
70256.37949177832,-154922.54030561552
74236.10401541798,-161497.60733445274
67867.65916228574,-157067.93470999412
63775.71743314038,-149867.29298842116
70669.30418243515,-161606.01705777046
65617.8587606817,-153843.24229057075
62642.76334814157,-155476.57692704868
58158.810385435936,-158470.26429366326
60667.855951568,-159925.9171990521
61479.71185737941,-162602.56806986436
55639.92655853566,-162809.26247029085
53664.99583405198,-155616.52159647766
61202.02647798939,-159812.8259170996
68205.69897569332,-159595.34689947776
72331.62485505734,-157279.93521963136
77094.89258892764,-161819.44291111396
76883.37353188405,-162745.77601598285
68535.79576214927,-166223.97224336135
58512.438604997005,-158116.86053260555
61663.73576790083,-152666.03864427732
65135.49684052495,-161071.6792511554
67851.99555018684,-162223.82469542127
77703.94708457508,-155692.40467493885
78012.4390783715,-155770.68650298956
88613.2859668081,-161595.0709022054
89128.398369667,-162897.98130953702
94797.90899799066,-155363.74029021943
91792.58137459366,-161169.19333464527
83735.01236753236,-161948.44867206915
86979.26184146595,-155994.26381032012
88422.96906467597,-159857.5021734457
84655.59867566777,-162097.9293837449
82313.3219574528,-161121.15253937052
82598.61356509826,-162209.86307073245
75908.69916807674,-157753.68647477965
79047.80682640849,-153658.8344051673
79310.22459595161,-157319.23866175505
83484.05184923136,-160353.4855971562
85286.35175085464,-157809.45202656387
82573.28836207767,-158740.8997161384
83593.54791182582,-158789.96329626965
84796.1077191343,-154931.7233910574
84271.53525421454,-160104.55522784748
87995.17819240538,-155205.2733146572
83448.74553862563,-159523.94476379873
91987.47148399112,-161694.34843556274
96526.6675962134,-159610.6652770792
99723.92831027566,-163986.49818145315
99524.76776362746,-158749.43057520187
104283.1343386895,-158831.99176000012
101631.79163588151,-161038.04001392683
107986.44690655684,-155199.1827531283
110860.92652190092,-155738.48077495178
116069.505994107,-151505.73135892244
121879.23483680654,-159848.02749592348
112360.04304772629,-155006.7198488004
119252.41468708136,-155441.0258989876
130634.99164031714,-151484.5628222223
128461.97653356253,-153165.00626963866
130824.0773058891,-151045.02018031024
126906.304435455,-153334.19967081715
120166.98846275604,-156846.30749318755
113469.86558144492,-152818.14178852295
104426.55648084312,-149913.50370716513
109556.0979327428,-153774.0737341259
111822.0731180677,-154712.2385031841
112238.50941043254,-156522.83629600063
118820.45421900495,-151714.88030122637
127368.38279756984,-151151.66113071775
135764.02358997322,-157999.42387730975
140543.7409294491,-149185.50066568356
140096.82197518076,-157006.17933537508
136514.53343152918,-159208.71166714944
136105.05599732697,-155755.53801816292
133012.23094824317,-150584.3786755681
131275.70751590864,-153375.27956207073
132682.71929527773,-156621.07593391708
125486.77600584972,-157583.36132467922
120028.45320366998,-161310.6957907122
107039.4527862526,-157778.7381162047
96553.60080476908,-157997.52450994076
96603.63069293824,-153254.44260637608
91068.33317918656,-153738.80420618173
90364.20135398512,-156355.89916435262
93811.83812075318,-155912.99524616596
